what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900007010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900008303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900175301
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1404900189283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1404900192748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1404900204745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900206216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900211511
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1404900214942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1404900225724
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1404900226193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900227817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900230381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900236614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900236946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404900237252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404902049127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404902049517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404902066088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404902068676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404911772339
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1404911775343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404911785484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404911994810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404911997598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404911999590
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1404912002368
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404912011428
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1404912013957
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1404912013957
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.1.0.177,"com.altera.debug.cdi.gdb.plugin",1404912013974
stopped,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1404912013974
stopped,bundle,com.altera.sbtgui.ui,12.1.0.177,"com.altera.sbtgui.ui",1404912013997
stopped,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1404912013997
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1404912013997
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1404912013997
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1404912013997
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1404912014106
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1404912014131
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1404926280468
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1404926280469
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1404926280470
