what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401817915888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401817916631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401818010836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401818025272
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1401818045900
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1401818046141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1401818055203
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1401818056124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401818057261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401818071657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401818073452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401818079410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401818110266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1401818122306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401818123284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401818125748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401818145467
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1401818159573
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1401818160227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401818161772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401818166457
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1401818166473
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1401818169381
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1401818172865
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1401818173352
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1401818173353
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1401818173390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401818173459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401818180103
