what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402398453516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402398459249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402398460239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402398463496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402398463863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402398513010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402398758065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402399908464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402399911214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402400734963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402400739667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406297259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406299845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406439638
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402406443201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406447678
error,log,,,"Unhandled event loop exception",1402406456269
error,log,,,"Unhandled event loop exception",1402406456273
error,log,,,"Unhandled event loop exception",1402406456273
error,log,,,"Unhandled event loop exception",1402406456274
error,log,,,"Unhandled event loop exception",1402406456275
error,log,,,"Unhandled event loop exception",1402406456275
error,log,,,"Unhandled event loop exception",1402406456276
error,log,,,"Unhandled event loop exception",1402406456277
error,log,,,"Unhandled event loop exception",1402406456278
error,log,,,"Unhandled event loop exception",1402406456279
error,log,,,"Unhandled event loop exception",1402406456279
error,log,,,"Unhandled event loop exception",1402406456280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406457025
error,log,,,"Unhandled event loop exception",1402406460872
error,log,,,"Unhandled event loop exception",1402406460873
error,log,,,"Unhandled event loop exception",1402406460874
error,log,,,"Unhandled event loop exception",1402406460875
error,log,,,"Unhandled event loop exception",1402406460875
error,log,,,"Unhandled event loop exception",1402406460876
error,log,,,"Unhandled event loop exception",1402406460876
error,log,,,"Unhandled event loop exception",1402406460877
error,log,,,"Unhandled event loop exception",1402406460877
error,log,,,"Unhandled event loop exception",1402406460878
error,log,,,"Unhandled event loop exception",1402406460878
error,log,,,"Unhandled event loop exception",1402406460879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406464409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406466234
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402406466361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406470505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406481089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402406481276
