what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400183058118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400183059308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400183410338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400183411617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400183779252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400183780538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400184056427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400184056938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400185211638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400185213114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400185340061
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400185341090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400185345637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400185348609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400185350646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186167301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186168887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186279437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186279916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186463380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186464016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186855005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186855913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186873511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400186874888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187000463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187001595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187038516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187039147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187059926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187060900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187066442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187067081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187170439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187171174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187416257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187416984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187421113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187897821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187902398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187905489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187914223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187961884
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400187963645
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400187964231
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400187965452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187966997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400187968057
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400187968149
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400187982200
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400187987238
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400187997644
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400188002305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400188043703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400188046348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400188054463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400188056425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1400188056443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400188060509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400188098417
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400188099638
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400188110504
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400188118548
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1400188122642
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400188123338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400188124565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400188128687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1400188154780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1400188156962
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400188175049
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400188176133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1400188177818
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400188178901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1400188179725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1400188210688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1400188217209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400188234737
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400188241711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400188243899
error,log,,,"Unhandled event loop exception during blocked modal context.",1400188245776
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400188245804
