what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1402476425144
java.specification.name,sysinfo,,,"Java Platform API Specification",1402476425144
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1402476425144
java.specification.version,sysinfo,,,"1.6",1402476425144
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1402476425144
java.version,sysinfo,,,"1.6.0_23",1402476425144
java.vm.info,sysinfo,,,"mixed mode",1402476425144
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1402476425144
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1402476425144
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1402476425144
java.vm.specification.version,sysinfo,,,"1.0",1402476425144
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1402476425144
java.vm.version,sysinfo,,,"19.0-b09",1402476425144
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1402476425912
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402476525757
started,bundle,com.altera.sbtgui.core,12.1.0.177,"com.altera.sbtgui.core",1402476525993
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1402476526140
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1402476527483
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1402476527668
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1402476527689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476528579
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402476528725
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1402476530497
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1402476530509
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1402476530511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476531936
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1402476532371
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1402476532429
opened,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402476535982
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1402476536688
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1402476536745
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1402476538270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476538545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476644946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476648895
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1402476652076
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402476655128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476656423
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402476656428
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1402476657351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476658826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476661543
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402476664408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476666360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476689031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476690073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476820942
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402476821987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476823631
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1402476826960
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402476830036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402476831192
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402476831196
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1402476832152
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402476839413
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402477709710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402477713233
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1402477716971
